2,2,939,137,19,163,1,-1,-1,-1
2,3,620,239,38,135,1,-1,-1,-1
2,4,6,77,57,462,1,-1,-1,-1
2,5,841,133,93,305,1,-1,-1,-1
3,2,938,135,19,166,1,-1,-1,-1
3,3,619,239,39,135,1,-1,-1,-1
3,4,3,18,64,521,1,-1,-1,-1
3,5,841,132,94,306,1,-1,-1,-1
4,2,938,132,20,170,1,-1,-1,-1
4,3,618,238,40,136,1,-1,-1,-1
4,4,4,-1,67,541,1,-1,-1,-1
4,5,842,137,92,302,1,-1,-1,-1
5,2,938,129,21,175,1,-1,-1,-1
5,3,619,237,40,137,1,-1,-1,-1
5,4,7,-6,68,546,1,-1,-1,-1
5,5,842,140,92,302,1,-1,-1,-1
6,2,937,128,21,178,1,-1,-1,-1
6,3,628,247,37,128,1,-1,-1,-1
6,4,9,-6,70,546,1,-1,-1,-1
6,5,841,139,92,304,1,-1,-1,-1
7,2,937,131,21,177,1,-1,-1,-1
7,3,630,240,40,135,1,-1,-1,-1
7,4,8,-7,71,547,1,-1,-1,-1
7,5,840,140,92,305,1,-1,-1,-1
8,2,937,132,21,177,1,-1,-1,-1
8,3,635,252,36,123,1,-1,-1,-1
8,4,9,-6,72,546,1,-1,-1,-1
8,5,839,141,91,305,1,-1,-1,-1
9,2,937,134,22,179,1,-1,-1,-1
9,3,636,262,33,114,1,-1,-1,-1
9,4,9,-4,74,544,1,-1,-1,-1
9,5,839,145,90,303,1,-1,-1,-1
10,2,936,135,22,183,1,-1,-1,-1
10,3,637,265,32,112,1,-1,-1,-1
10,4,10,0,75,540,1,-1,-1,-1
10,5,839,148,89,301,1,-1,-1,-1
11,2,935,133,23,191,1,-1,-1,-1
11,3,638,265,32,111,1,-1,-1,-1
11,4,9,1,76,538,1,-1,-1,-1
11,5,838,147,89,303,1,-1,-1,-1
12,2,934,131,25,202,1,-1,-1,-1
12,3,638,266,31,109,1,-1,-1,-1
12,4,8,-1,78,541,1,-1,-1,-1
12,5,836,138,92,312,1,-1,-1,-1
13,2,934,134,26,215,1,-1,-1,-1
13,3,639,267,30,109,1,-1,-1,-1
13,4,7,-2,79,542,1,-1,-1,-1
13,5,835,134,92,315,1,-1,-1,-1
14,2,932,133,28,238,1,-1,-1,-1
14,3,640,267,30,109,1,-1,-1,-1
14,4,7,-2,81,542,1,-1,-1,-1
14,5,834,132,92,317,1,-1,-1,-1
14,6,658,211,39,163,1,-1,-1,-1
15,2,931,131,29,248,1,-1,-1,-1
15,3,642,267,30,109,1,-1,-1,-1
15,4,7,-2,82,542,1,-1,-1,-1
15,5,833,130,92,319,1,-1,-1,-1
15,6,659,210,39,164,1,-1,-1,-1
16,2,930,128,30,259,1,-1,-1,-1
16,3,643,265,30,111,1,-1,-1,-1
16,4,7,-2,84,542,1,-1,-1,-1
16,5,833,128,93,321,1,-1,-1,-1
16,6,659,211,39,163,1,-1,-1,-1
17,2,929,125,33,293,1,-1,-1,-1
17,3,644,266,29,110,1,-1,-1,-1
17,4,9,-2,86,542,1,-1,-1,-1
17,5,829,125,94,326,1,-1,-1,-1
17,6,660,210,39,164,1,-1,-1,-1
18,2,928,131,34,302,1,-1,-1,-1
18,3,644,267,29,109,1,-1,-1,-1
18,4,10,-1,88,541,1,-1,-1,-1
18,5,826,125,94,328,1,-1,-1,-1
18,6,661,211,38,162,1,-1,-1,-1
19,2,928,132,34,315,1,-1,-1,-1
19,3,645,266,29,110,1,-1,-1,-1
19,4,12,0,90,539,1,-1,-1,-1
19,5,824,125,94,330,1,-1,-1,-1
19,6,661,211,38,162,1,-1,-1,-1
20,2,926,140,34,312,1,-1,-1,-1
20,3,646,267,29,109,1,-1,-1,-1
20,4,14,2,93,537,1,-1,-1,-1
20,5,821,130,93,328,1,-1,-1,-1
21,2,926,129,36,335,1,-1,-1,-1
21,3,648,270,28,106,1,-1,-1,-1
21,4,15,9,95,530,1,-1,-1,-1
21,5,821,136,92,323,1,-1,-1,-1
22,2,925,124,37,346,1,-1,-1,-1
22,3,648,269,29,107,1,-1,-1,-1
22,4,16,10,99,529,1,-1,-1,-1
22,5,820,133,93,328,1,-1,-1,-1
22,9,142,217,62,200,1,-1,-1,-1
23,2,923,121,37,349,1,-1,-1,-1
23,3,649,269,29,109,1,-1,-1,-1
23,4,18,10,103,529,1,-1,-1,-1
23,5,818,131,94,331,1,-1,-1,-1
23,9,144,216,62,201,1,-1,-1,-1
24,2,922,114,38,357,1,-1,-1,-1
24,3,651,268,29,109,1,-1,-1,-1
24,4,22,7,108,532,1,-1,-1,-1
24,5,815,128,94,336,1,-1,-1,-1
24,6,661,218,38,159,1,-1,-1,-1
24,9,148,216,60,195,1,-1,-1,-1
25,2,920,111,38,359,1,-1,-1,-1
25,3,651,269,29,109,1,-1,-1,-1
25,4,22,2,114,537,1,-1,-1,-1
25,5,813,128,95,338,1,-1,-1,-1
25,6,661,219,38,159,1,-1,-1,-1
25,9,150,212,59,197,1,-1,-1,-1
26,2,919,105,39,366,1,-1,-1,-1
26,3,651,268,29,110,1,-1,-1,-1
26,4,23,0,119,539,1,-1,-1,-1
26,5,812,126,95,342,1,-1,-1,-1
26,9,150,216,58,194,1,-1,-1,-1
27,2,918,102,39,368,1,-1,-1,-1
27,3,652,270,29,110,1,-1,-1,-1
27,4,27,0,125,539,1,-1,-1,-1
27,5,810,124,95,345,1,-1,-1,-1
27,9,151,216,58,193,1,-1,-1,-1
28,2,917,96,40,374,1,-1,-1,-1
28,3,652,270,29,109,1,-1,-1,-1
28,4,34,3,129,536,1,-1,-1,-1
28,5,808,121,96,348,1,-1,-1,-1
29,2,913,85,43,390,1,-1,-1,-1
29,3,652,270,29,110,1,-1,-1,-1
29,4,34,7,132,532,1,-1,-1,-1
29,5,808,119,96,350,1,-1,-1,-1
30,2,911,80,44,396,1,-1,-1,-1
30,3,652,271,29,109,1,-1,-1,-1
30,4,31,2,139,537,1,-1,-1,-1
30,5,808,119,95,349,1,-1,-1,-1
31,2,911,80,45,396,1,-1,-1,-1
31,3,652,271,29,109,1,-1,-1,-1
31,4,29,0,145,539,1,-1,-1,-1
31,5,809,120,94,348,1,-1,-1,-1
32,2,908,76,46,399,1,-1,-1,-1
32,3,652,271,29,109,1,-1,-1,-1
32,4,29,1,151,538,1,-1,-1,-1
32,5,808,121,93,347,1,-1,-1,-1
32,6,664,212,41,166,1,-1,-1,-1
33,2,907,77,47,399,1,-1,-1,-1
33,3,653,272,29,108,1,-1,-1,-1
33,4,29,1,157,538,1,-1,-1,-1
33,5,808,124,92,344,1,-1,-1,-1
33,6,665,212,41,166,1,-1,-1,-1
34,2,905,73,49,403,1,-1,-1,-1
34,3,653,272,29,108,1,-1,-1,-1
34,4,34,1,165,538,1,-1,-1,-1
34,5,810,134,89,334,1,-1,-1,-1
34,6,665,212,41,166,1,-1,-1,-1
35,2,903,72,50,403,1,-1,-1,-1
35,3,654,273,29,108,1,-1,-1,-1
35,4,33,4,171,535,1,-1,-1,-1
35,5,810,135,89,334,1,-1,-1,-1
36,2,903,72,51,403,1,-1,-1,-1
36,3,654,272,29,108,1,-1,-1,-1
36,4,34,9,177,530,1,-1,-1,-1
36,5,810,130,90,339,1,-1,-1,-1
37,2,902,72,52,405,1,-1,-1,-1
37,3,655,272,28,107,1,-1,-1,-1
37,4,34,18,180,521,1,-1,-1,-1
37,5,810,132,90,339,1,-1,-1,-1
38,2,901,71,53,406,1,-1,-1,-1
38,3,655,272,28,107,1,-1,-1,-1
38,4,35,13,187,526,1,-1,-1,-1
38,5,809,127,91,347,1,-1,-1,-1
39,2,899,72,55,408,1,-1,-1,-1
39,3,655,271,28,108,1,-1,-1,-1
39,4,42,12,189,527,1,-1,-1,-1
39,5,809,135,90,343,1,-1,-1,-1
39,6,661,214,40,166,1,-1,-1,-1
40,2,899,68,56,410,1,-1,-1,-1
40,3,656,271,28,108,1,-1,-1,-1
40,4,57,18,187,521,1,-1,-1,-1
40,5,807,129,91,350,1,-1,-1,-1
40,6,661,216,40,165,1,-1,-1,-1
41,2,899,69,56,408,1,-1,-1,-1
41,3,657,272,28,108,1,-1,-1,-1
41,4,71,25,183,514,1,-1,-1,-1
41,5,805,123,92,357,1,-1,-1,-1
41,6,660,216,40,165,1,-1,-1,-1
42,2,898,70,57,410,1,-1,-1,-1
42,3,657,272,28,108,1,-1,-1,-1
42,4,86,13,182,526,1,-1,-1,-1
42,5,803,117,92,365,1,-1,-1,-1
42,9,88,196,34,114,1,-1,-1,-1
43,2,896,72,59,411,1,-1,-1,-1
43,3,657,273,28,108,1,-1,-1,-1
43,4,101,19,176,520,1,-1,-1,-1
43,5,803,112,93,371,1,-1,-1,-1
43,9,84,195,33,109,1,-1,-1,-1
44,2,894,72,60,414,1,-1,-1,-1
44,3,657,271,29,110,1,-1,-1,-1
44,4,117,28,167,511,1,-1,-1,-1
44,5,801,112,93,372,1,-1,-1,-1
45,2,893,69,62,419,1,-1,-1,-1
45,3,657,271,29,110,1,-1,-1,-1
45,4,128,21,163,518,1,-1,-1,-1
45,5,798,112,93,375,1,-1,-1,-1
46,2,892,68,63,424,1,-1,-1,-1
46,3,656,270,30,111,1,-1,-1,-1
46,4,133,20,158,519,1,-1,-1,-1
46,5,796,113,93,374,1,-1,-1,-1
47,2,892,65,64,430,1,-1,-1,-1
47,3,656,270,30,111,1,-1,-1,-1
47,4,152,16,155,523,1,-1,-1,-1
47,5,793,110,93,375,1,-1,-1,-1
