2,1,497,116,30,99,1,-1,-1,-1
2,2,265,193,31,120,1,-1,-1,-1
2,3,632,226,44,108,1,-1,-1,-1
3,1,493,117,30,101,1,-1,-1,-1
3,2,274,192,29,114,1,-1,-1,-1
3,3,615,224,46,111,1,-1,-1,-1
4,1,490,119,30,101,1,-1,-1,-1
4,2,281,187,30,116,1,-1,-1,-1
4,3,602,224,46,111,1,-1,-1,-1
5,1,486,120,30,101,1,-1,-1,-1
5,2,286,184,32,121,1,-1,-1,-1
5,3,595,224,45,110,1,-1,-1,-1
6,1,484,122,30,101,1,-1,-1,-1
6,2,291,186,32,118,1,-1,-1,-1
6,3,588,223,46,111,1,-1,-1,-1
7,1,481,122,31,103,1,-1,-1,-1
7,2,296,182,33,120,1,-1,-1,-1
7,3,576,222,45,114,1,-1,-1,-1
8,1,477,123,30,102,1,-1,-1,-1
8,2,301,185,31,114,1,-1,-1,-1
8,3,567,222,44,114,1,-1,-1,-1
9,1,473,124,30,102,1,-1,-1,-1
9,2,306,183,31,113,1,-1,-1,-1
9,3,557,223,44,112,1,-1,-1,-1
10,1,467,126,31,102,1,-1,-1,-1
10,2,317,180,32,114,1,-1,-1,-1
10,3,544,223,43,112,1,-1,-1,-1
11,1,463,127,32,104,1,-1,-1,-1
11,2,322,177,33,116,1,-1,-1,-1
11,3,533,220,42,116,1,-1,-1,-1
11,4,735,303,44,147,1,-1,-1,-1
12,1,459,129,31,102,1,-1,-1,-1
12,2,325,177,33,114,1,-1,-1,-1
12,3,523,220,42,116,1,-1,-1,-1
12,4,732,295,45,153,1,-1,-1,-1
13,1,452,132,30,101,1,-1,-1,-1
13,2,332,172,33,116,1,-1,-1,-1
13,3,510,220,41,114,1,-1,-1,-1
13,4,726,290,46,156,1,-1,-1,-1
14,1,447,133,30,101,1,-1,-1,-1
14,2,337,169,34,116,1,-1,-1,-1
14,3,500,220,40,113,1,-1,-1,-1
14,4,721,286,47,160,1,-1,-1,-1
15,1,444,134,31,102,1,-1,-1,-1
15,2,341,170,33,114,1,-1,-1,-1
15,3,491,217,39,115,1,-1,-1,-1
15,4,718,282,46,153,1,-1,-1,-1
16,1,440,134,31,103,1,-1,-1,-1
16,2,345,169,33,113,1,-1,-1,-1
16,3,482,219,39,112,1,-1,-1,-1
16,4,716,277,45,151,1,-1,-1,-1
17,1,436,133,24,77,1,-1,-1,-1
17,2,353,165,33,112,1,-1,-1,-1
17,3,472,218,39,112,1,-1,-1,-1
17,4,705,274,45,149,1,-1,-1,-1
18,1,434,136,20,63,1,-1,-1,-1
18,2,359,163,34,111,1,-1,-1,-1
18,3,461,216,38,113,1,-1,-1,-1
18,4,699,275,44,146,1,-1,-1,-1
19,1,430,137,18,58,1,-1,-1,-1
19,2,361,160,35,114,1,-1,-1,-1
19,3,452,214,38,117,1,-1,-1,-1
19,4,697,272,44,145,1,-1,-1,-1
19,5,738,280,24,129,1,-1,-1,-1
20,2,364,160,34,111,1,-1,-1,-1
20,3,440,213,37,113,1,-1,-1,-1
20,4,686,267,42,141,1,-1,-1,-1
20,5,731,276,23,122,1,-1,-1,-1
21,2,366,159,35,111,1,-1,-1,-1
21,3,432,211,36,112,1,-1,-1,-1
21,4,679,265,42,140,1,-1,-1,-1
21,5,725,270,24,124,1,-1,-1,-1
22,2,367,157,34,111,1,-1,-1,-1
22,3,426,211,35,110,1,-1,-1,-1
22,4,673,265,41,138,1,-1,-1,-1
22,5,719,271,24,120,1,-1,-1,-1
23,2,369,154,34,110,1,-1,-1,-1
23,3,405,157,51,162,1,-1,-1,-1
23,4,665,261,42,138,1,-1,-1,-1
23,5,709,265,26,122,1,-1,-1,-1
24,2,370,151,35,114,1,-1,-1,-1
