0,44,58,222,38,31,1,-1,-1,-1
0,86,456,376,60,75,1,-1,-1,-1
0,92,1294,470,68,102,1,-1,-1,-1
0,106,888,550,86,106,1,-1,-1,-1
0,118,1236,534,82,110,1,-1,-1,-1
0,128,1302,292,48,68,1,-1,-1,-1
0,138,426,318,48,65,1,-1,-1,-1
0,144,788,334,54,64,1,-1,-1,-1
2,150,468,126,76,102,1,-1,-1,-1
2,152,332,148,144,104,1,-1,-1,-1
3,150,488,128,76,102,1,-1,-1,-1
3,152,350,134,152,110,1,-1,-1,-1
4,150,500,132,78,102,1,-1,-1,-1
4,152,372,138,146,109,1,-1,-1,-1
5,150,512,136,80,102,1,-1,-1,-1
5,152,388,140,142,107,1,-1,-1,-1
6,150,532,132,82,105,1,-1,-1,-1
6,152,400,134,146,113,1,-1,-1,-1
7,150,544,122,84,110,1,-1,-1,-1
7,152,416,136,144,114,1,-1,-1,-1
8,150,556,116,84,111,1,-1,-1,-1
8,152,442,126,142,115,1,-1,-1,-1
9,150,574,122,86,114,1,-1,-1,-1
9,152,466,128,140,115,1,-1,-1,-1
10,150,594,132,86,111,1,-1,-1,-1
10,152,490,140,134,111,1,-1,-1,-1
11,150,610,132,88,112,1,-1,-1,-1
11,152,512,148,136,109,1,-1,-1,-1
12,150,628,134,86,111,1,-1,-1,-1
12,152,524,152,134,107,1,-1,-1,-1
13,150,646,130,88,115,1,-1,-1,-1
13,152,548,152,132,106,1,-1,-1,-1
14,150,642,132,92,114,1,-1,-1,-1
14,152,568,152,132,106,1,-1,-1,-1
14,156,156,142,96,89,1,-1,-1,-1
15,150,662,136,96,114,1,-1,-1,-1
15,156,170,136,98,92,1,-1,-1,-1
16,150,652,144,104,111,1,-1,-1,-1
16,156,186,134,96,90,1,-1,-1,-1
17,150,664,144,104,112,1,-1,-1,-1
17,152,622,152,140,107,1,-1,-1,-1
17,156,208,126,104,98,1,-1,-1,-1
18,152,632,152,138,107,1,-1,-1,-1
18,156,224,126,106,99,1,-1,-1,-1
19,152,650,152,138,107,1,-1,-1,-1
19,156,248,140,98,92,1,-1,-1,-1
20,152,692,152,138,107,1,-1,-1,-1
20,156,264,138,98,92,1,-1,-1,-1
21,152,712,152,142,108,1,-1,-1,-1
21,156,278,142,96,90,1,-1,-1,-1
22,152,730,152,148,108,1,-1,-1,-1
22,156,302,142,94,89,1,-1,-1,-1
22,164,488,124,38,41,1,-1,-1,-1
23,152,738,152,148,108,1,-1,-1,-1
23,156,320,142,96,91,1,-1,-1,-1
23,164,486,124,40,43,1,-1,-1,-1
23,166,1146,152,40,108,1,-1,-1,-1
24,152,756,148,146,109,1,-1,-1,-1
24,156,334,146,98,91,1,-1,-1,-1
24,164,486,124,40,43,1,-1,-1,-1
24,166,1138,152,40,108,1,-1,-1,-1
25,152,796,140,150,112,1,-1,-1,-1
25,156,352,146,98,91,1,-1,-1,-1
25,164,490,124,38,41,1,-1,-1,-1
26,152,804,142,150,112,1,-1,-1,-1
26,156,368,146,98,91,1,-1,-1,-1
26,164,490,126,38,42,1,-1,-1,-1
26,172,1010,158,104,104,1,-1,-1,-1
27,152,810,144,150,110,1,-1,-1,-1
27,156,388,132,102,98,1,-1,-1,-1
27,164,494,132,38,41,1,-1,-1,-1
27,172,958,142,114,112,1,-1,-1,-1
28,152,826,144,150,111,1,-1,-1,-1
28,156,410,128,106,101,1,-1,-1,-1
28,164,496,128,40,44,1,-1,-1,-1
28,172,942,140,118,113,1,-1,-1,-1
28,174,278,134,116,103,1,-1,-1,-1
29,152,846,144,152,111,1,-1,-1,-1
29,156,426,132,108,100,1,-1,-1,-1
29,164,496,130,40,44,1,-1,-1,-1
